poi_id,name,city,region,country,category,rating,entry_fee_inr,avg_spend_inr,ideal_duration_hrs,lat,lon,tags,description,state
USA_03,"Times Square, Broadway & Empire State Building",New York,Americas,USA,Skyline & Broadway,4.7,3500,6000.0,3.5,40.758,-73.9855,"neon billboard, broadway musicals, 86th fl observatory, art deco","The Crossroads of the World pulsating with giant LED screens, Broadway theaters, and the 102-storey Art Deco Empire State Building.",
USA_04,Golden Gate Bridge & Alcatraz Island,San Francisco,Americas,USA,Landmarks & Prison,4.9,3800,4500.0,4.5,37.8199,-122.4783,"international orange suspension, the rock, cable cars, bay cruise",The world-famous orange suspension bridge across the Pacific strait and the infamous maximum-security federal prison island.,
PAR_01,Eiffel Tower & Champ de Mars,Paris,Europe,France,Iconic Landmark,4.9,2400,,3.0,48.8584,2.2945,"iron lady, summit elevator, champagne bar, sparkling lights, trocadero view, paris","Gustave Eiffel's 330-meter iron masterpiece offering panoramic city vistas across Paris, champagne summit bars, and nightly sparkle shows.",
PAR_06,Arc de Triomphe & Champs-Élysées,Paris,Europe,France,Monuments & Luxury,4.7,1100,,2.0,48.8738,2.295,"napoleonic arch, tomb of unknown soldier, rooftop view, 12 radiating avenues, shopping, paris","Napoleonic triumphal arch honoring French victories, offering rooftop views across the 12 radiating grand avenues and Champs-Élysées.",
PAR_07,Latin Quarter & Luxembourg Gardens,Paris,Europe,France,Parks & Historic,4.8,0,,2.5,48.8462,2.3372,"sorbonne, medici fountain, tree lined gravel paths, shakespeare and co bookshop, cafes, paris","Historic student quarter filled with legendary cafes, Shakespeare & Company bookstore, and Marie de' Medici's Italianate palace gardens.",
PAR_08,Musée d'Orsay Impressionist Masterpieces,Paris,Europe,France,Fine Art,4.9,1600,,3.0,48.8599,2.3265,"monet, van gogh, renoir, converted beaux-arts railway station, giant clock face, paris","Converted Beaux-Arts railway station housing the world's finest collection of Impressionist and Post-Impressionist paintings by Monet, Van Gogh, and Renoir.",
PAR_09,Notre-Dame Cathedral & Île de la Cité,Paris,Europe,France,Gothic Architecture,4.8,0,,2.0,48.8529,2.3499,"gothic cathedral, gargoyles, rose windows, seine island, point zero of france, paris","Medieval Catholic cathedral on Île de la Cité island, a French Gothic masterpiece famous for its gargoyles and flying buttresses.",
PAR_10,Sainte-Chapelle Stained Glass Windows,Paris,Europe,France,Gothic Jewel,4.9,1200,,1.5,48.8554,2.345,"13th century royal chapel, 1113 biblical stained glass scenes, gothic gem, conciergerie, paris","13th-century Gothic royal chapel containing 15 towering stained glass windows with 1,113 biblical scenes that flood the upper sanctuary with vibrant colored light.",
PAR_11,Centre Pompidou Modern Art & Rooftop,Paris,Europe,France,Modern Art,4.7,1500,,2.5,48.8606,2.3522,"inside out architecture, kandinsky, picasso, matisse, rooftop panorama, stravinsky fountain, paris","High-tech inside-out architecture housing Europe's largest modern and contemporary art museum, featuring works by Picasso, Kandinsky, and Matisse.",
PAR_12,Palais Garnier National Opera House,Paris,Europe,France,Grand Architecture,4.8,1400,,2.0,48.8719,2.3316,"phantom of the opera, grand marble staircase, chagall painted ceiling, gold leaf foyer, paris","1,979-seat opera house built for Emperor Napoleon III, famous for its magnificent marble Grand Staircase and Marc Chagall's ceiling mural.",
PAR_13,Catacombs of Paris Underground Labyrinth,Paris,Europe,France,Historic Underground,4.7,2200,,2.0,48.8338,2.3324,"underground ossuary, 6 million skeletons, limestone tunnels, 20m depth, macabre history, paris",Underground ossuaries holding the remains of more than six million people in a network of historic limestone mining caverns.,
PAR_14,Le Marais Historic Mansions & Place des Vosges,Paris,Europe,France,Heritage & Dining,4.8,0,1200.0,2.5,48.8556,2.3653,"victor hugo house, red brick arcades, falafel, art boutiques, historic courtyard mansions, paris","Fashionable historic district with 17th-century aristocratic mansions, Paris's oldest planned square (Place des Vosges), and artisan pastry shops.",
PAR_15,Tuileries Garden & Musée de l'Orangerie,Paris,Europe,France,Parks & Monet,4.8,1250,,2.5,48.8638,2.3275,"claude monet water lilies, formal french gardens, green park chairs, louvre connection, paris","Historic public garden between the Louvre and Place de la Concorde, housing Monet's eight monumental Water Lilies murals in oval galleries.",
MAN_01,Solang Valley Paragliding & Zorbing Adventure,Manali,India,India,Snow & Adventure,4.8,1500,,4.0,32.3166,77.1583,"paragliding, zorbing, ropeway cable car, quad bikes, snow activities, manali","High-adrenaline alpine valley famed for tandem paragliding over pine forests, zorbing balls, snow ATV rides, and scenic ropeway rides.",
MAN_02,"Rohtang Pass 3,978m Snow Point & Glaciers",Manali,India,India,High Altitude Glacier,4.9,1200,,5.0,32.3716,77.2466,"snow point, 3978m altitude, pir panjal mountains, snow scooters, glacier view, manali","High mountain pass connecting Kullu with Lahaul and Spiti, offering year-round snow landscapes, snow scooter rides, and mountain vistas.",
MAN_03,Hadimba Devi 1553 Ancient Pagoda Temple,Manali,India,India,Heritage & Woodcraft,4.7,0,,2.0,32.2472,77.1892,"four tiered wooden pagoda, deodar cedar forest, yak rides, 1553 ad, mahabharata, manali","Historic four-tiered wooden pagoda temple built in 1553 AD, set amidst towering deodar cedar forests with friendly photography yaks.",
MAN_04,Old Manali Bohemian Cafes & Manalsu River Walk,Manali,India,India,Culture & Cafes,4.8,0,800.0,3.0,32.2567,77.175,"wooden cottages, live music, apple orchards, river sound, rainbow trout, manali","Tranquil village with traditional Himachali stone houses, riverside cafes serving trout fish and wood-fired pizzas, and live acoustic music.",
MAN_05,Vashisht Hot Sulphur Springs & Jogini Waterfall Trek,Manali,India,India,Hot Springs & Trek,4.8,0,,3.5,32.2633,77.1872,"natural hot sulphur bath, jogini falls, pine forest trail, beas river view, manali","Soak in ancient therapeutic hot sulphur springs in Vashisht village, followed by a scenic 3km nature trek to cascading Jogini Waterfalls.",
MAN_06,Atal Tunnel South Portal & Sissu Waterfall Day Trip,Manali,India,India,Engineering Wonder,4.9,500,,4.5,32.3619,77.1328,"world longest highway tunnel above 10000ft, 9.02km, lahaul valley, sissu lake waterfall, manali",Drive through the 9.02km engineering marvel under Rohtang Pass into the breathtaking moonscape of Lahaul Valley and Sissu waterfall.,
MAN_07,Manu Temple & Heritage Village Trail,Manali,India,India,Spiritual Heritage,4.6,0,,2.0,32.2588,77.1722,"sage manu shrine, wooden architecture, mountain valley view, old manali, manali","The only temple in India dedicated to Sage Manu, the creator of human race, offering serene mountain valley vistas.",
MAN_08,Naggar Castle Royal Heritage & Beas River View,Manali,India,India,Royal Castle,4.7,50,,2.5,32.1378,77.1719,"1460 ad royal fortress, kathkuni earthquake resistant architecture, wood carvings, manali",15th-century royal Himalayan timber and stone castle built in unique Kathkuni style overlooking the Beas River and snow peaks.,
MAN_09,Nicholas Roerich Himalayan Art Gallery,Manali,India,India,Art & History,4.7,100,,2.0,32.14,77.175,"russian artist estate, himalayan mountain oil paintings, vintage dodge car, naggar, manali",Estate of renowned Russian painter Nicholas Roerich exhibiting original oil paintings capturing the spiritual essence of the Himalayas.,
MAN_10,Van Vihar Nature Park & Deodar Canopy Walk,Manali,India,India,Nature & Woods,4.5,50,,1.5,32.2396,77.1887,"century old deodar trees, paddle boating, beas riverbank, mall road adjacent, manali","Tranquil municipal nature park densely populated with century-old deodar cedar trees, riverside seating, and small paddle-boating lake.",
MAN_11,Gulaba Snow Point & Alpine Meadow,Manali,India,India,Scenic Meadows,4.8,0,,3.0,32.32,77.21,"snow activities, yeh jawaani hai deewani shooting spot, high altitude meadow, manali","Charming alpine meadow on the road to Rohtang Pass, famous as a Bollywood filming location and seasonal snow playground.",
MAN_12,Hampta Pass Foothills Day Hike & Sethan Village,Manali,India,India,Trekking & Igloo,4.9,800,,4.5,32.22,77.25,"sethan igloo village, dhauladhar views, alpine hiking trail, apple orchards, manali","Picturesque Buddhist tribal village at 2,700m famous for winter igloo stays and summer alpine trekking toward Hampta Pass.",
MAN_13,Gadhan Thekchhokling Gompa Tibetan Monastery,Manali,India,India,Tibetan Monastery,4.6,0,,1.5,32.241,77.189,"prayer wheels, giant buddha statue, thangka paintings, handicraft bazaar, manali","Vibrant 1960 Tibetan Buddhist monastery featuring colorful wall frescoes, prayer wheels, and Tibetan carpet weaving workshops.",
MAN_14,Manali Mall Road & Tibetan Handloom Bazaars,Manali,India,India,Shopping & Street Food,4.6,0,1500.0,2.5,32.243,77.1895,"kullu shawls, wooden souvenirs, siddu himachali dish, dry fruits, evening stroll, manali","Pedestrian shopping spine lined with Kullu wool shawls, wooden crafts, and vendors serving steaming hot Siddu with ghee.",
MAN_15,Nehru Kund Natural Cold Spring & Beas Valley,Manali,India,India,Natural Spring,4.5,0,,1.5,32.285,77.185,"natural freshwater spring, named after jawaharlal nehru, bhrigu lake source, manali","Natural clear spring named after India's first Prime Minister, originating from the sacred high-altitude Bhrigu Lake.",
GOA_02,Fort Aguada & 17th Century Portuguese Lighthouse,Goa,India,India,Heritage & Fort,4.6,50,100.0,2.0,15.4921,73.7736,"portuguese bastion, four-storey lighthouse, sinquerim, arabian sea, goa","17th-century Portuguese fortress standing on Sinquerim Beach overlooking the Arabian Sea, featuring a historic four-storey lighthouse.",
GOA_03,Basilica of Bom Jesus & Se Cathedral (UNESCO),Goa,India,India,UNESCO Heritage,4.8,0,50.0,2.0,15.5009,73.9116,"unesco, old goa, baroque architecture, st francis xavier sacred relics, golden bell, goa","UNESCO World Heritage landmark in Old Goa housing the sacred relics of St. Francis Xavier, renowned for exquisite Baroque architecture.",
GOA_07,Chapora Fort ('Dil Chahta Hai' Sunset Cliff),Goa,India,India,Scenic Forts,4.6,0,,2.0,15.6067,73.7389,"dil chahta hai fort, vagator beach view, chapora river mouth, sunset red rocks, goa","Iconic red laterite hilltop fortress overlooking Vagator Beach and the Chapora River mouth, immortalized by Bollywood's Dil Chahta Hai.",
GOA_08,Anjuna Flea Market & Curlies Sunset Shack,Goa,India,India,Bohemian & Sunset,4.6,0,1000.0,3.0,15.5733,73.741,"wednesday flea market, handcrafted jewelry, curlies beach shack, sunset cocktails, goa","Famous bohemian beach with rock formations, Wednesday flea market stalls, handcrafted jewelry, and laid-back sunset shacks.",
GOA_09,Calangute 'Queen of Beaches' & Parasailing,Goa,India,India,Bustling Beach,4.5,0,1200.0,3.0,15.5442,73.7553,"queen of beaches, banana boat rides, beach market, seafood dining, goa","Goa's largest and most bustling sandy shoreline lined with souvenir shacks, seafood restaurants, and watersports centers.",
GOA_10,Cabo de Rama Cliffside Ocean Fort,Goa,India,India,Historic Cliffs,4.7,0,,2.5,15.0933,73.9217,"ancient ramayana fort, cliff views, white church of st anthony, south goa wilderness, goa","Ancient cliff fort in South Goa overlooking turquoise waters, steeped in legend where Lord Rama and Sita sought shelter.",
GOA_11,Sahakari Organic Spice Plantation Tour & Goan Lunch,Goa,India,India,Agritourism & Food,4.6,500,,2.5,15.4056,74.0203,"vanilla, cardamom, cinnamon, cashew feni distillation, authentic goan buffet, goa","Walk through aromatic plantations of vanilla, cinnamon, and pepper, followed by an authentic Goan buffet on fresh banana leaves.",
GOA_12,Reis Magos Fort & Mandovi River Estuary,Goa,India,India,Restored Fort,4.6,50,,2.0,15.4981,73.8106,"restored 1551 fortress, mario miranda art gallery, mandovi river views, cannons, goa","Beautifully restored 1551 fortress guarding the narrowest point of the Mandovi River, housing art by Goa's legendary cartoonist Mario Miranda.",
GOA_13,Agonda Serene Turtle Nesting Beach,Goa,India,India,Quiet Nature Beach,4.8,0,,3.0,15.0456,73.9875,"olive ridley turtle nesting, pristine white sands, yoga retreats, silent sunsets, goa","Pristine 3km stretch of golden sand designated as an Olive Ridley sea turtle nesting site, celebrated for tranquility and yoga shacks.",
GOA_14,Morjim & Ashwem Quiet Sunset Sands,Goa,India,India,Boutique Beach,4.7,0,1500.0,3.0,15.6178,73.7333,"little russia, chapora river mouth, boutique beach resorts, surfing, beach loungers, goa","Chic, wide sandy beaches in far North Goa offering relaxed beachside dining, kite-surfing, and breathtaking sunset panoramas.",
GOA_15,Panaji Mandovi River Sunset Catamaran Cruise,Goa,India,India,Sunset Cruise,4.6,600,,2.0,15.4989,73.8278,"mandovi river cruise, dekni dance, fugdi folk performances, live dj, atal setu bridge view, goa",Evening catamaran cruise along Mandovi River past illuminated casino boats and Atal Setu Bridge with traditional Goan folk dances.,
SWI_01,Zurich Old Town (Altstadt) & Lindenhof Hill,Zurich,Switzerland,Switzerland,Heritage & Culture,4.8,0,,2.5,47.3717,8.5411,"medieval guild houses, grossmunster twin towers, fraumunster chagall windows, limmat river, switzerland","Historic medieval lanes lined with guild houses, Grossmünster twin towers, Fraumünster's Chagall windows, and Lindenhof hilltop vistas.",
SWI_02,Lake Zurich Sunset Promenade & Steam Cruise,Zurich,Switzerland,Switzerland,Lake Cruise,4.7,1200,,2.0,47.3667,8.5417,"steamboat cruise, alps backdrop, bürkliplatz, lakeside parks, sunset waters, switzerland","Scenic cruise on Lake Zurich with panoramic views of the distant Swiss Alps, departing from Bürkliplatz harbor.",
SWI_03,Chapel Bridge (Kapellbrücke) & Water Tower Lucerne,Lucerne,Switzerland,Switzerland,Historic Landmark,4.9,0,,2.0,47.0516,8.3075,"14th century wooden bridge, painted roof panels, octagonal water tower, reuss river, switzerland","Europe's oldest covered wooden bridge dating to the 14th century, containing 17th-century triangular painted panels depicting Swiss history.",
SWI_04,"Mount Pilatus Golden Roundtrip Cableway (2,128m)",Lucerne,Switzerland,Switzerland,Alpine Mountain Peak,4.9,6500,,4.5,46.9799,8.2536,"world steepest cogwheel railway 48% gradient, dragon ride cable car, alpine panorama, switzerland","Ascend via the world's steepest cogwheel railway (48% gradient) to 2,128m for 360-degree views of 73 Alpine mountain summits.",
SWI_05,"Jungfraujoch - Top of Europe & Ice Palace (3,454m)",Interlaken,Switzerland,Switzerland,High Alpine Glacier,5.0,14000,,6.0,46.5475,7.9825,"highest railway station in europe 3454m, aletsch glacier 23km, ice palace sculptures, sphinx observatory, switzerland","UNESCO World Heritage glacier saddle at 3,454m featuring the Great Aletsch Glacier (Europe's longest), sculpted Ice Palace, and Sphinx Observatory.",
SWI_06,Lauterbrunnen Valley & Staubbach 300m Falls,Interlaken,Switzerland,Switzerland,Alpine Valley & Falls,4.9,0,,3.5,46.5939,7.9091,"valley of 72 waterfalls, staubbach 300m plunge, tolkien rivendell inspiration, wooden chalets, switzerland","Picturesque alpine trough valley flanked by vertical rock cliffs with 72 waterfalls, inspiring Tolkien's Rivendell.",
SWI_07,"Zermatt Village & Matterhorn Glacier Paradise (3,883m)",Zermatt,Switzerland,Switzerland,Iconic Peak & Glaciers,5.0,9500,,5.0,45.9383,7.7297,"matterhorn 4478m pyramid peak, car-free village, highest cable car in europe 3883m, glacier palace, switzerland","Car-free alpine paradise under the iconic pyramid of the Matterhorn, boasting Europe's highest cable car station at 3,883m.",
SWI_08,"Gornergrat 3,089m Scenic Alpine Cogwheel Railway",Zermatt,Switzerland,Switzerland,Alpine Railway,4.9,7200,,4.0,45.9839,7.7844,"open-air electric cogwheel train, 29 four-thousand meter peaks view, riffelsee lake matterhorn reflection, switzerland","Open-air electric cogwheel train climbing to 3,089m with views of 29 four-thousand-meter mountain peaks and Riffelsee lake reflections.",
SWI_09,Bern Medieval Old City & Zytglogge Astronomical Clock,Bern,Switzerland,Switzerland,UNESCO Medieval City,4.8,0,,3.0,46.9479,7.4474,"unesco capital, 6km sandstone arcades, 13th century mechanical clock tower, barengraben bear park, switzerland","Switzerland's federal capital with 6km of covered sandstone arcades, 13th-century Zytglogge clock tower, and Bärengraben bear park.",
SWI_10,Lake Brienz Turquoise Steamboat & Giessbach Falls,Interlaken,Switzerland,Switzerland,Lake & Waterfalls,4.8,1800,,3.5,46.7333,8.0167,"turquoise glacial water, historic paddle steamer, 14-stage giessbach waterfall, grandhotel, switzerland",Cruise turquoise glacial waters on a vintage paddle steamer to the 14-stage Giessbach Waterfall cascading into the lake.,
SWI_11,Château de Chillon on Lake Geneva (Montreux),Montreux,Switzerland,Switzerland,Lakeside Castle,4.8,1300,,2.5,46.4142,6.9275,"12th century island fortress, lord byron prisoner of chillon, lake geneva shores, dungeon vaults, switzerland","Romantic 12th-century island castle on Lake Geneva made famous by Lord Byron, featuring Gothic underground dungeons and courtyards.",
SWI_12,Interlaken Harder Kulm Two Lakes Bridge Viewpoint,Interlaken,Switzerland,Switzerland,Panorama Bridge,4.8,3200,,2.5,46.6975,7.8528,"funicular railway, two lakes view thun and brienz, eiger monch jungfrau trio panorama, glass floor, switzerland","Glass-floored viewing platform suspended 1,322m above Interlaken with panoramic views over Lake Thun, Lake Brienz, and the Jungfrau trio.",
SWI_13,Grindelwald First Cliff Walk by Tissot,Grindelwald,Switzerland,Switzerland,Suspension Cliff Walk,4.9,3800,,3.5,46.6592,8.0531,"metal walkway clinging to cliffside, 45m single-rope suspension bridge, first glider flyer, switzerland","Thrilling single-rope suspension bridge and metal walkway clinging to vertical cliffs 2,168m above Grindelwald valley.",
SWI_14,Rhine Falls & Laufen Castle (Europe's Largest Waterfall),Schaffhausen,Switzerland,Switzerland,Mighty Waterfalls,4.7,900,,3.0,47.6778,8.6156,"europe largest plain waterfall, 150m width, middle rock boat ride, roaring mist, laufen castle, switzerland",Europe's most powerful waterfall spanning 150 meters across the Rhine River with rock-island boat rides directly into the roaring spray.,
SWI_15,Mount Titlis Rotair Revolving Cable Car & Cliff Walk,Engelberg,Switzerland,Switzerland,Revolving Cableway,4.9,7800,,4.5,46.7722,8.4375,"world first revolving cable car, titlis cliff walk highest suspension bridge 3041m, glacier cave, switzerland","Ride the world's first revolving Titlis Rotair cable car to 3,020m and cross Europe's highest suspension bridge over a 500m abyss.",
JAI_03,City Palace & Chandra Mahal Museum,Jaipur,Rajasthan,India,Royal Palace,4.8,700,,2.5,26.9258,75.8236,"royal residence of maharaja, peacock gate, diwan-i-khas silver urns guinness record, courtyards, jaipur","Opulent complex of courtyards, gardens, and palaces where the titular Maharaja still resides, featuring the famous Peacock Gate.",
JAI_04,Jantar Mantar UNESCO Astronomical Observatory,Jaipur,Rajasthan,India,UNESCO Science,4.7,200,,2.0,26.9248,75.8246,"unesco world heritage, largest stone sundial vrihat samrat yantra 27m, 19 astronomical instruments, jaipur","18th-century UNESCO observatory containing 19 architectural astronomical instruments, including the world's largest stone sundial measuring time to 2-second accuracy.",
JAI_06,Jal Mahal (Water Palace) & Promenade,Jaipur,Rajasthan,India,Scenic Water Palace,4.6,0,,1.5,26.9535,75.8462,"man sagar lake, submerged 4 storeys underwater, illuminated night view, street handicrafts, jaipur","Stunning 18th-century Rajput palace appearing to float in the middle of Man Sagar Lake, surrounded by the Aravali hills.",
JAI_07,Jaigarh Fort & World's Largest Jaivana Cannon,Jaipur,Rajasthan,India,Military Fort,4.7,150,,2.0,26.985,75.8456,"fort of victory, jaivana cannon on wheels 50 tons, subterranean water tanks, armory museum, jaipur","Formidable 'Fort of Victory' built to protect Amer Fort, housing the 50-ton Jaivana Cannon (world's largest cannon on wheels).",
JAI_08,Panna Meena Ka Kund Ancient Stepwell,Jaipur,Rajasthan,India,Ancient Stepwell,4.7,0,,1.0,26.9867,75.8567,"16th century geometric criss-cross stairs, stepwell photography, amer village, jaipur","Photogenic 16th-century stepwell featuring symmetrical zigzag criss-cross staircases, an ancient Rajasthani rainwater harvesting marvel.",
JAI_09,Albert Hall Central Museum & Ram Niwas Garden,Jaipur,Rajasthan,India,Museum & Gardens,4.7,300,,2.0,26.9117,75.8194,"indo-saracenic architecture, egyptian mummy, miniature paintings, pigeons flock, night illumination, jaipur","Rajasthan's oldest museum housed in magnificent Indo-Saracenic building displaying ivory, miniature paintings, crystal, and a 2,300-year-old Egyptian mummy.",
JAI_10,Galta Ji (Monkey Temple) & Sacred Kunds,Jaipur,Rajasthan,India,Sacred Springs,4.6,0,,2.0,26.9167,75.8583,"natural freshwater springs, sacred bathing tanks, rhesus macaque monkeys, mountain gorge, sun temple, jaipur","Ancient Hindu pilgrimage center nestled in a narrow mountain pass, famed for seven natural water kunds and friendly resident monkey tribes.",
JAI_11,Birla Mandir (Laxmi Narayan) & Moti Dungri,Jaipur,Rajasthan,India,Marble Temple,4.7,0,,1.5,26.8925,75.8153,"pure white makrana marble temple, ganesh temple, stained glass mythological scenes, jaipur","Gleaming white Makrana marble modern temple dedicated to Lord Vishnu and Goddess Lakshmi, glowing at night at the base of Moti Dungri hill.",
JAI_12,Johari Bazaar & Bapu Bazaar Artisan Shopping,Jaipur,Rajasthan,India,Bazaars & Crafts,4.6,0,2000.0,2.5,26.92,75.825,"gemstones jewelry, jaipuri quilts razai, bandhani textiles, camel leather juttis, street shopping, jaipur","Vibrant pink-arcaded markets famous for precious colored gemstones, handcrafted Jaipuri cotton quilts, block prints, and camel leather footwear.",
JAI_13,Chokhi Dhani Ethnic Rajasthani Village & Thali Feast,Jaipur,Rajasthan,India,Cultural Resort & Dining,4.8,1200,,4.0,26.7667,75.8333,"authentic village experience, ghoomar fire dance, camel rides, dal baati churma royal feast, puppet show, jaipur","Immersive 5-star ethnic village resort offering Kalbeliya folk dances, acrobatics, puppet shows, camel rides, and unlimited royal Dal Baati Churma feasts.",
JAI_14,Sisodia Rani Garden & Royal Cascades,Jaipur,Rajasthan,India,Royal Garden,4.5,100,,1.5,26.8833,75.8667,"multi-tiered mughal-style garden, radha krishna murals, natural spring fountains, royal retreat, jaipur","Multi-terraced royal garden with painted pavilions depicting Radha-Krishna romance, surrounded by lush wooded hills.",
JAI_15,Royal Gaitor Cenotaphs (Chhatris of Maharajas),Jaipur,Rajasthan,India,Marble Cenotaphs,4.7,100,,1.5,26.94,75.83,"white marble chhatris, carved dome cenotaphs, maharaja sawai jai singh ii memorial, quiet peaceful, jaipur",Peaceful valley sanctuary with intricately carved white marble domed cenotaphs commemorating the Kachhwaha Rajput rulers of Jaipur.,
